Stock,Date,Open,High,Low,Close,Adj Close,Volume
AZUL,2/1/2021,22.469999,25.280001,21.51,21.52,21.52,19715400
AZUL,3/1/2021,22.1,23.450001,18,20.190001,20.190001,39304700
AZUL,4/1/2021,20.43,23.030001,19.690001,21.280001,21.280001,17903000
AZUL,5/1/2021,21.530001,26.5,20.540001,24.709999,24.709999,21656000
AZUL,6/1/2021,25.370001,29.450001,24.809999,26.4,26.4,22833600
AZUL,7/1/2021,26.530001,26.98,21.940001,22.43,22.43,19734700
AZUL,8/1/2021,22.83,23.360001,18.639999,21.99,21.99,19023700
AZUL,9/1/2021,21.860001,22.120001,18.700001,20.059999,20.059999,21804100
AZUL,10/1/2021,20.75,21.84,13.21,13.23,13.23,43377800
AZUL,11/1/2021,13.81,16.6,11.76,12.58,12.58,42656300
AZUL,12/1/2021,12.75,14.49,11.46,13.2,13.2,45204300
AZUL,1/1/2022,12.85,16.58,11.31,16.559999,16.559999,46465500
AZUL,2/1/2022,16.469999,17.459999,14,14.61,14.61,40368500
AZUL,3/1/2022,14.51,16.469999,10.405,15.05,15.05,61460100
AZUL,4/1/2022,15.55,16.889999,12.83,13.38,13.38,37209600
AZUL,5/1/2022,12.99,13.81,10.561,12.73,12.73,44485900
AZUL,6/1/2022,12.83,12.84,6.8,7.1,7.1,71833700
AZUL,7/1/2022,6.83,7.17,6.125,6.79,6.79,55365400
AZUL,8/1/2022,6.69,10.85,6.5,9.35,9.35,45344000
AZUL,9/1/2022,9.51,10.62,7.87,8.14,8.14,35834800
AZUL,10/1/2022,8.76,10.26,7.99,9.39,9.39,38816500
AZUL,11/1/2022,9.31,10.14,6.705,7.19,7.19,52029900
AZUL,12/1/2022,7,7.265,5.29,6.11,6.11,55444500
AZUL,1/1/2023,5.89,7.365,5.54,7.06,7.06,40036300
AZUL,2/1/2023,6.9,7.77,4.03,4.08,4.08,68630300
AZUL,3/1/2023,4.09,8.19,3.82,7.15,7.15,131782100
AZUL,4/1/2023,6.87,7.73,5.805,6.51,6.51,41706000
AZUL,5/1/2023,6.39,9.985,6.26,9.98,9.98,58146200
AZUL,6/1/2023,10.05,13.78,9.99,13.69,13.69,45207000
CPA,7/1/2019,98,105,94.279999,101.099998,96.379608,7632100
CPA,8/1/2019,101.029999,113.620003,96.529999,103.18,98.362488,7893100
CPA,9/1/2019,102.360001,104.040001,91.769997,98.75,94.750694,6774800
CPA,10/1/2019,98.800003,106.300003,94.82,101.739998,97.619591,5313500
CPA,11/1/2019,102.199997,116.879997,101.220001,104.260002,100.037537,7205000
CPA,12/1/2019,103.889999,108.949997,101.300003,108.080002,104.349289,4930600
CPA,1/1/2020,108.540001,109,97.059998,97.959999,94.578606,6899300
CPA,2/1/2020,98.510002,114,79.040001,83.139999,80.270164,7605800
CPA,3/1/2020,83.75,89.370003,24,45.290001,44.119724,19168900
CPA,4/1/2020,42.599998,52,34.09,44.209999,43.067631,26579100
CPA,5/1/2020,42.759998,48.73,35.16,43.860001,42.726673,19297400
CPA,6/1/2020,44.380001,61.73,43.860001,50.560001,49.253551,19448500
CPA,7/1/2020,51.009998,52.93,40.830002,41.439999,40.369205,15730400
CPA,8/1/2020,41.32,56.169998,40.150002,53.25,51.874043,10942300
CPA,9/1/2020,52.93,62.099998,50.049999,50.34,49.039234,11178100
CPA,10/1/2020,49.950001,56.790001,48.240002,49.279999,48.006622,8064300
CPA,11/1/2020,50.099998,86.089996,46.669998,79.699997,77.640579,13149000
CPA,12/1/2020,81.059998,86.779999,73.510002,77.230003,75.234413,8948000
CPA,1/1/2021,78.190002,82.919998,72.349998,77.370003,75.370789,9610800
CPA,2/1/2021,78.690002,93.43,74.540001,91.669998,89.301285,10627000
CPA,3/1/2021,93.400002,94.910004,75.57,80.790001,78.702415,11791500
CPA,4/1/2021,81.32,89.010002,74.129997,86.5,84.264877,7096000
CPA,5/1/2021,86.57,89.370003,78.050003,82.260002,80.13443,6810400
CPA,6/1/2021,83.07,85.050003,74.790001,75.330002,73.383507,7371600
CPA,7/1/2021,75.879997,76.07,64.660004,70.910004,69.077713,5547000
CPA,8/1/2021,71.559998,78.599998,68.300003,75.25,73.305573,4747800
CPA,9/1/2021,75.849998,85.830002,74.010002,81.379997,79.277168,4103500
CPA,10/1/2021,82.25,89.269997,72.360001,73.959999,72.048904,6443600
CPA,11/1/2021,74.589996,81.209999,69.559998,69.919998,68.113297,11610100
CPA,12/1/2021,72,83.82,68.169998,82.660004,80.524094,11048900
CPA,1/1/2022,83.43,87.980003,75.860001,83.580002,81.420334,8087600
CPA,2/1/2022,83.949997,97.629997,79.400002,84.839996,82.647766,10062200
CPA,3/1/2022,83.860001,84.639999,64.470001,83.639999,81.478775,11732200
CPA,4/1/2022,84.339996,84.959999,74,75.370003,73.422478,8497400
CPA,5/1/2022,75,75.559998,64.120003,70.699997,68.873138,10852500
CPA,6/1/2022,71.389999,71.800003,55.25,63.369999,61.73254,10974600
CPA,7/1/2022,62.919998,67.400002,60.209999,67.220001,65.483063,6512900
CPA,8/1/2022,67.120003,76.75,66.260002,71.199997,69.360214,6638600
CPA,9/1/2022,70.330002,77.300003,65.010002,67.010002,65.278488,5704600
CPA,10/1/2022,67.730003,76.379997,66.900002,75.230003,73.286087,4767500
CPA,11/1/2022,76.089996,87.779999,72.230003,87.629997,85.365669,6700600
CPA,12/1/2022,87.43,89.169998,80.690002,83.169998,81.02092,6299600
CPA,1/1/2023,83.690002,94.779999,81.690002,92.080002,89.700691,8548100
CPA,2/1/2023,91.559998,96.989998,87.720001,92.349998,89.963707,8653700
CPA,3/1/2023,92.419998,98.110001,83.279999,92.349998,89.963707,9774400
CPA,4/1/2023,91.629997,93.309998,85.669998,90.32,87.986168,5421500
CPA,5/1/2023,89.919998,109.120003,88.839996,105.059998,103.293571,10430800
CPA,6/1/2023,105.120003,114.480003,104.650002,110.580002,109.552628,11035200
ULCC,4/1/2021,18.65,22,18.26,21.040001,21.040001,34574900
ULCC,5/1/2021,21.190001,21.690001,18.6,21.32,21.32,9532100
ULCC,6/1/2021,21.77,22.700001,16.35,17.040001,17.040001,21573100
ULCC,7/1/2021,17.110001,17.540001,13.71,14.74,14.74,12194600
ULCC,8/1/2021,14.83,16.59,14.15,15.33,15.33,10006100
ULCC,9/1/2021,15.33,17.16,14.1,15.79,15.79,9856200
ULCC,10/1/2021,16.309999,17.5,15.4,15.65,15.65,7253000
ULCC,11/1/2021,15.75,17.5,13.23,13.35,13.35,10029200
ULCC,12/1/2021,13.8,14.585,12.62,13.57,13.57,15686300
ULCC,1/1/2022,13.73,14.7,11.73,13.08,13.08,7209300
ULCC,2/1/2022,13.2,14.74,11.44,12.88,12.88,53774700
ULCC,3/1/2022,12.9,12.96,9.48,11.33,11.33,47746700
ULCC,4/1/2022,11.44,12.297,9.88,10.61,10.61,63495200
ULCC,5/1/2022,10.75,10.81,8.19,10.75,10.75,55744800
ULCC,6/1/2022,10.93,10.96,8.7,9.37,9.37,70494900
ULCC,7/1/2022,9.25,14.89,9.24,14.48,14.48,52005000
ULCC,8/1/2022,14.305,15.25,12.575,12.9,12.9,32149200
ULCC,9/1/2022,12.7,13.39,9.63,9.7,9.7,27597300
ULCC,10/1/2022,9.79,13.15,8.94,13.11,13.11,25159400
ULCC,11/1/2022,13.24,14.34,12.45,13.04,13.04,16311200
ULCC,12/1/2022,13.04,13.25,9.91,10.27,10.27,12414000
ULCC,1/1/2023,10.46,12.62,9.98,12.58,12.58,10596800
ULCC,2/1/2023,12.49,14.095,10.532,11.76,11.76,25448200
ULCC,3/1/2023,11.77,11.86,8.39,9.84,9.84,37383400
ULCC,4/1/2023,9.69,10.07,8.87,9.49,9.49,16798900
ULCC,5/1/2023,9.41,9.845,7.61,8.23,8.23,30367200
ULCC,6/1/2023,8.24,10.22,8.22,9.67,9.67,41376700
HA,7/1/2019,27.629999,29.200001,25.620001,25.99,25.654375,13516900
HA,8/1/2019,26.280001,27.110001,22.84,24.41,24.09478,13875400
HA,9/1/2019,24.040001,28.629999,22.92,26.26,26.047283,12797700
HA,10/1/2019,26.43,30.41,25.030001,28.610001,28.378246,18807100
HA,11/1/2019,29,31.299999,28.32,30.290001,30.04464,9686100
HA,12/1/2019,30.35,31.34,28.85,29.290001,29.1693,10334600
HA,1/1/2020,29.629999,30.76,26.870001,27.879999,27.765108,12953300
HA,2/1/2020,28.18,30.75,20.52,20.879999,20.793955,13878600
HA,3/1/2020,20.84,20.9,7.55,10.44,10.44,46590900
HA,4/1/2020,10.16,16.030001,9.1,14.4,14.4,33924500
HA,5/1/2020,13.65,16.9,10.31,14.43,14.43,33796400
HA,6/1/2020,14.56,22.35,13.01,14.04,14.04,36532300
HA,7/1/2020,14.54,14.9,11.5,11.89,11.89,24581200
HA,8/1/2020,11.84,14.52,11.51,13.44,13.44,17679900
HA,9/1/2020,13.25,15.06,12.15,12.89,12.89,21917000
HA,10/1/2020,12.91,16.51,12.51,13.85,13.85,24542000
HA,11/1/2020,13.91,22.440001,13.38,20.26,20.26,32606000
HA,12/1/2020,20.780001,21.959999,17.219999,17.700001,17.700001,34420300
HA,1/1/2021,17.709999,21.719999,16.84,19.57,19.57,19820200
HA,2/1/2021,19.73,28.52,19.309999,26.82,26.82,20939400
HA,3/1/2021,27.889999,29.860001,24.15,26.67,26.67,21618400
HA,4/1/2021,26.82,28.1,23.129999,25.110001,25.110001,14514500
HA,5/1/2021,25.18,27.24,22.809999,25.799999,25.799999,15527700
HA,6/1/2021,26.18,31.379999,24.27,24.370001,24.370001,32819300
HA,7/1/2021,24.709999,25.1,17.940001,19.73,19.73,27099600
HA,8/1/2021,19.93,20.879999,17.549999,20.219999,20.219999,20330700
HA,9/1/2021,20.18,23.25,18.98,21.66,21.66,19117400
HA,10/1/2021,22.360001,23.57,18.5,19.35,19.35,29981200
HA,11/1/2021,19.35,24.27,17.200001,18.280001,18.280001,20519400
HA,12/1/2021,18.77,21.15,17.01,18.370001,18.370001,20751100
HA,1/1/2022,18.6,20.77,14.97,17.1,17.1,21030400
HA,2/1/2022,17.34,21.27,16.91,19.18,19.18,19799600
HA,3/1/2022,19.01,19.959999,14.62,19.700001,19.700001,28406100
HA,4/1/2022,19.84,21.709999,16.370001,16.959999,16.959999,22780100
HA,5/1/2022,17.02,18.18,14.44,17.75,17.75,21202600
HA,6/1/2022,18.02,18.25,12.76,14.31,14.31,21737700
HA,7/1/2022,14.35,16.34,13.31,14.96,14.96,19113700
HA,8/1/2022,14.93,17.389999,14.54,14.99,14.99,12866000
HA,9/1/2022,14.81,16.32,13.08,13.15,13.15,15707100
HA,10/1/2022,13.22,16.15,12.86,14.43,14.43,21259800
HA,11/1/2022,14.73,15.74,13.26,13.9,13.9,13258800
HA,12/1/2022,13.91,14.3,9.64,10.26,10.26,20794500
HA,1/1/2023,10.43,13.42,9.83,12.32,12.32,20633500
HA,2/1/2023,11.45,11.85,9.86,11.2,11.2,30031700
HA,3/1/2023,11.22,11.41,7.44,9.16,9.16,39642600
HA,4/1/2023,9.07,9.15,7.69,8.33,8.33,20314400
HA,5/1/2023,8.25,8.64,7.34,8.01,8.01,22302100
HA,6/1/2023,8.04,10.9,7.83,10.77,10.77,30568600
MESA,7/1/2019,9.23,10.87,9.18,10.24,10.24,5252800
MESA,8/1/2019,10.21,10.35,5.35,6.46,6.46,11447800
MESA,9/1/2019,6.36,8.1,6.2,6.75,6.75,5966600
MESA,10/1/2019,6.78,7.97,5.96,7.62,7.62,5733600
MESA,11/1/2019,7.65,7.81,6.92,7.27,7.27,3776800
MESA,12/1/2019,7.31,9.65,6.95,8.94,8.94,12729900
MESA,1/1/2020,8.96,9.49,8.42,8.54,8.54,4625000
MESA,2/1/2020,8.6,8.72,5.66,5.77,5.77,5067300
MESA,3/1/2020,5.87,6.18,2.32,3.29,3.29,18729500
MESA,4/1/2020,3.02,4.65,2.05,4.55,4.55,21096800
MESA,5/1/2020,4.21,4.44,3,3.25,3.25,18869300
MESA,6/1/2020,3.26,5.21,3.08,3.44,3.44,38248300
MESA,7/1/2020,3.46,3.74,2.99,3.1,3.1,16912200
MESA,8/1/2020,3.06,4.07,2.95,3.66,3.66,13710700
MESA,9/1/2020,3.64,3.81,2.8,2.95,2.95,8546100
MESA,10/1/2020,2.95,3.99,2.81,3.16,3.16,13934500
MESA,11/1/2020,3.17,7,3.14,6.38,6.38,23337400
MESA,12/1/2020,6.7,7.99,6.13,6.69,6.69,24344900
MESA,1/1/2021,6.78,7.09,6.02,6.53,6.53,12291500
MESA,2/1/2021,6.65,13.79,6.4,12.2,12.2,33434400
MESA,3/1/2021,12.78,17.4,10.61,13.45,13.45,42457100
MESA,4/1/2021,13.34,14.59,10.58,11.26,11.26,13582400
MESA,5/1/2021,11.42,11.7,9.52,9.72,9.72,16530100
MESA,6/1/2021,9.94,10.15,8.96,9.33,9.33,26290900
MESA,7/1/2021,9.41,9.7,7.98,8.92,8.92,13298300
MESA,8/1/2021,8.9,9.37,7.14,7.98,7.98,12390500
MESA,9/1/2021,7.98,8.31,7.38,7.66,7.66,8287300
MESA,10/1/2021,7.83,8.25,7.32,7.54,7.54,7825400
MESA,11/1/2021,7.55,9.18,6.8,7.06,7.06,9489000
MESA,12/1/2021,7.33,7.47,5.16,5.6,5.6,20080900
MESA,1/1/2022,5.7,6.17,4.45,5,5,10210500
MESA,2/1/2022,5.05,5.36,4.15,4.35,4.35,11873700
MESA,3/1/2022,4.37,4.62,3.75,4.4,4.4,10594400
MESA,4/1/2022,4.46,4.49,3.35,3.4,3.4,10872300
MESA,5/1/2022,3.37,3.58,2.47,3.07,3.07,9057000
MESA,6/1/2022,3.1,3.43,2.1,2.19,2.19,13377600
MESA,7/1/2022,2.19,2.31,2,2.26,2.26,8431700
MESA,8/1/2022,2.22,3.2,2.16,2.43,2.43,8541900
MESA,9/1/2022,2.4,2.46,1.6,1.65,1.65,7354400
MESA,10/1/2022,1.65,2.08,1.25,1.48,1.48,10687800
MESA,11/1/2022,1.54,1.54,1.18,1.25,1.25,4667900
MESA,12/1/2022,1.29,1.74,1.03,1.53,1.53,10882700
MESA,1/1/2023,1.54,3.1,1.54,2.95,2.95,13576800
MESA,2/1/2023,2.95,3.56,2.85,3.03,3.03,8061800
MESA,3/1/2023,3.03,3.82,2.05,2.37,2.37,9025300
MESA,4/1/2023,2.41,2.44,1.98,2.11,2.11,3247900
MESA,5/1/2023,2.13,2.3,1.38,1.64,1.64,9338400
MESA,6/1/2023,1.64,2.67,1.6,2.55,2.55,7190000
ALK,7/1/2019,64.099998,65.910004,62.419998,63.360001,62.32589,24882200
ALK,8/1/2019,63.57,64.790001,57.119999,59.720001,58.7453,21807600
ALK,9/1/2019,59.43,66.519997,59.43,64.910004,64.222992,16695700
ALK,10/1/2019,65.449997,72,61.150002,69.43,68.695152,22210400
ALK,11/1/2019,69.889999,72.220001,67.940002,69.010002,68.279602,11588200
ALK,12/1/2019,69.169998,70.410004,66.290001,67.75,67.36795,20957100
ALK,1/1/2020,68.150002,68.790001,64.169998,64.589996,64.225769,28827800
ALK,2/1/2020,65.129997,66.959999,49.450001,50.459999,50.175453,27359800
ALK,3/1/2020,50.849998,51.299999,20.02,28.469999,28.469999,87640100
ALK,4/1/2020,26.92,34.720001,23.58,32.52,32.52,64896000
ALK,5/1/2020,31.41,39.470001,23.389999,34.189999,34.189999,68508900
ALK,6/1/2020,34.380001,50.810001,33,36.259998,36.259998,112056000
ALK,7/1/2020,37.18,38.939999,33.619999,34.439999,34.439999,48635900
ALK,8/1/2020,34.09,41.049999,33.220001,38.950001,38.950001,50290000
ALK,9/1/2020,38.099998,43.939999,34.830002,36.630001,36.630001,50018400
ALK,10/1/2020,37.09,41.73,35.060001,37.889999,37.889999,50167500
ALK,11/1/2020,38.220001,53.419998,36.82,50.970001,50.970001,47661900
ALK,12/1/2020,51.77,54.959999,48.27,52,52,38734000
ALK,1/1/2021,52.169998,56.18,48.09,48.830002,48.830002,38001200
ALK,2/1/2021,49.360001,68.989998,48.25,65.019997,65.019997,37451800
ALK,3/1/2021,67.080002,73.75,59.689999,69.209999,69.209999,41539600
ALK,4/1/2021,69.669998,74.25,64.809998,69.139999,69.139999,31734700
ALK,5/1/2021,69.459999,72.919998,63.639999,69.199997,69.199997,25147200
ALK,6/1/2021,69.93,70.900002,59.830002,60.310001,60.310001,42564600
ALK,7/1/2021,60.860001,61.75,51.75,58.029999,58.029999,43489500
ALK,8/1/2021,58.209999,59.73,52.880001,57.34,57.34,36427900
ALK,9/1/2021,57.779999,62.849998,55.43,58.599998,58.599998,36246900
ALK,10/1/2021,60.529999,63.759998,52.200001,52.799999,52.799999,38007500
ALK,11/1/2021,53.02,60.119999,47.380001,48.57,48.57,39279700
ALK,12/1/2021,49.959999,53.400002,46.259998,52.099998,52.099998,42863600
ALK,1/1/2022,52.860001,57.599998,48.73,54.740002,54.740002,40720000
ALK,2/1/2022,55.009998,61.07,51.619999,56.139999,56.139999,38327100
ALK,3/1/2022,55.349998,59.540001,43.459999,58.009998,58.009998,56271300
ALK,4/1/2022,58.360001,61.549999,51.91,54.389999,54.389999,42012400
ALK,5/1/2022,54.130001,54.450001,43.389999,48.259998,48.259998,38562300
ALK,6/1/2022,48.68,49.779999,38.189999,40.049999,40.049999,39476400
ALK,7/1/2022,40.25,44.509998,39.669998,44.330002,44.330002,33096300
ALK,8/1/2022,44.18,48.759998,43.509998,43.560001,43.560001,27568900
ALK,9/1/2022,43.18,47.41,38.439999,39.150002,39.150002,33742300
ALK,10/1/2022,39.349998,44.779999,38.720001,44.459999,44.459999,34899100
ALK,11/1/2022,45.049999,47.669998,42.34,47.439999,47.439999,24733400
ALK,12/1/2022,47.580002,47.990002,41.290001,42.939999,42.939999,29200000
ALK,1/1/2023,43.52,51.810001,41.77,51.34,51.34,30930900
ALK,2/1/2023,50.950001,53.959999,46.27,47.830002,47.830002,21463100
ALK,3/1/2023,47.73,49.75,37.200001,41.959999,41.959999,42847800
ALK,4/1/2023,42.259998,44.869999,41.25,43.459999,43.459999,38257000
ALK,5/1/2023,43.330002,45.990002,41.689999,44.93,44.93,30041400
ALK,6/1/2023,45.09,53.400002,44.360001,53.18,53.18,29602600
SNCY,4/1/2021,34.5,44.130001,33.060001,40.700001,40.700001,4148300
SNCY,5/1/2021,41,41.349998,33.990002,37.200001,37.200001,9654800
SNCY,6/1/2021,37.426998,42.470001,35.389999,37.009998,37.009998,17871400
SNCY,7/1/2021,37.23,38.540001,30,32.490002,32.490002,4556000
SNCY,8/1/2021,32.790001,36.34,29.09,32.389999,32.389999,4233700
SNCY,9/1/2021,32.700001,36.869999,29.83,33.540001,33.540001,7004500
SNCY,10/1/2021,34.080002,36.68,30.15,30.280001,30.280001,17133800
SNCY,11/1/2021,30.299999,33.310001,25.85,27.43,27.43,9504600
SNCY,12/1/2021,28.469999,29.040001,23.969999,27.25,27.25,11656800
SNCY,1/1/2022,27.59,29.219999,23.42,26.58,26.58,7394800
SNCY,2/1/2022,26.870001,30.610001,24.66,27.049999,27.049999,7890000
SNCY,3/1/2022,26.889999,27.32,20.549999,26.18,26.18,11607200
SNCY,4/1/2022,26.41,29.98,23.66,27.51,27.51,7006100
SNCY,5/1/2022,27.59,28.85,21.219999,23.65,23.65,8917800
SNCY,6/1/2022,24,24,17,18.34,18.34,17669300
SNCY,7/1/2022,18.190001,20.49,17.459999,20.17,20.17,15125300
SNCY,8/1/2022,20.08,21.190001,18,19.92,19.92,9516100
SNCY,9/1/2022,19.459999,21.129999,13.61,13.61,13.61,17778800
SNCY,10/1/2022,13.61,17.059999,13.25,16.280001,16.280001,8597800
SNCY,11/1/2022,16.83,23.549999,16.129999,20.200001,20.200001,7703200
SNCY,12/1/2022,20.190001,20.74,15.025,15.86,15.86,15650700
SNCY,1/1/2023,16.110001,19.190001,15.63,18.67,18.67,4553900
SNCY,2/1/2023,18.6,22.1,18.25,20.049999,20.049999,10258600
SNCY,3/1/2023,20.07,23,17.67,20.5,20.5,9521800
SNCY,4/1/2023,20.5,20.5,18.1,19.73,19.73,3690200
SNCY,5/1/2023,19.59,19.59,16.799999,18.799999,18.799999,6940100
SNCY,6/1/2023,18.83,22.709999,18.75,22.48,22.48,22262800
ALGT,7/1/2019,145.100006,157.5,140.289993,149.850006,146.898682,3788800
ALGT,8/1/2019,149.740005,151.869995,136.869995,141.990005,139.193466,4369200
ALGT,9/1/2019,141.970001,154.169998,139.990005,149.660004,146.712402,3663900
ALGT,10/1/2019,150.419998,173,143.610001,167.330002,164.792206,3734000
ALGT,11/1/2019,167.5,174.919998,165.770004,169.729996,167.155792,2883200
ALGT,12/1/2019,169.050003,183.259995,163.639999,174.039993,172.113785,2572700
ALGT,1/1/2020,175.139999,180.199997,162.520004,168.039993,166.180191,3767600
ALGT,2/1/2020,167.080002,174.5,126.230003,135.539993,134.039886,3890300
ALGT,3/1/2020,138.919998,141.949997,60.060001,81.800003,81.329391,8392000
ALGT,4/1/2020,77.669998,88.980003,63.950001,78.480003,78.028496,5701400
ALGT,5/1/2020,75.709999,116.300003,63.5,106.550003,105.937004,8949700
ALGT,6/1/2020,108.129997,139.679993,99.269997,109.209999,108.581696,8323000
ALGT,7/1/2020,111.860001,119.739998,100.099998,112.029999,111.385475,4194900
ALGT,8/1/2020,111.419998,135.649994,108.660004,128.600006,127.860153,4269800
ALGT,9/1/2020,126.669998,144.869995,119.699997,119.800003,119.110771,4289300
ALGT,10/1/2020,122.019997,142.479996,112.709999,134.759995,133.984695,4549400
ALGT,11/1/2020,136.910004,178.899994,129.369995,170.190002,169.210876,3106400
ALGT,12/1/2020,173.729996,190.509995,169.320007,189.240005,188.151276,4058600
ALGT,1/1/2021,188.770004,197.130005,172.910004,181.490005,180.445862,2218800
ALGT,2/1/2021,183.210007,260,178.690002,252.190002,250.73912,2827400
ALGT,3/1/2021,257.48999,271.290009,229.279999,244.059998,242.655884,4435400
ALGT,4/1/2021,245.539993,255.759995,227.919998,235.729996,234.37381,2086200
ALGT,5/1/2021,238.210007,244.419998,211.479996,221.460007,220.185913,5255300
ALGT,6/1/2021,225.350006,230.649994,187.089996,194,192.883881,5378800
ALGT,7/1/2021,194.970001,201.270004,171.529999,190.119995,189.026199,3888700
ALGT,8/1/2021,191.399994,198.789993,172.149994,192.440002,191.33287,2957000
ALGT,9/1/2021,194.130005,215.479996,186.240005,195.479996,194.355362,3243500
ALGT,10/1/2021,198.509995,206.399994,171.380005,175.270004,174.261642,2954500
ALGT,11/1/2021,175.380005,197.550003,169.110001,173.220001,172.223434,3106700
ALGT,12/1/2021,178.110001,196.669998,163.600006,187.039993,185.963928,4922900
ALGT,1/1/2022,188.380005,195.660004,164.029999,178.660004,177.632141,4151000
ALGT,2/1/2022,178.630005,186.860001,155.339996,174.089996,173.088425,4285400
ALGT,3/1/2022,171.449997,173,132.029999,162.389999,161.45575,5676800
ALGT,4/1/2022,162.869995,176.559998,145.300003,155.190002,154.297165,4609900
ALGT,5/1/2022,154.070007,157.910004,131.130005,149.449997,148.590195,5937900
ALGT,6/1/2022,151.419998,151.979996,109.82,113.089996,112.439369,5150100
ALGT,7/1/2022,112.889999,122.360001,108.989998,115.309998,114.646599,3427200
ALGT,8/1/2022,115.199997,118.349998,96,96.5,95.944817,5504400
ALGT,9/1/2022,96.029999,102.489998,72.970001,72.980003,72.560135,5733600
ALGT,10/1/2022,72.620003,80.919998,63.779999,75.050003,74.618225,6190300
ALGT,11/1/2022,76.050003,83.559998,69.07,82.610001,82.134735,4839600
ALGT,12/1/2022,83.540001,84.889999,62.939999,67.989998,67.598839,5113600
ALGT,1/1/2023,69.370003,86.839996,68.309998,86.029999,85.535057,3792700
ALGT,2/1/2023,85.120003,104.209999,81.779999,102.550003,101.960014,4548600
ALGT,3/1/2023,102.650002,105.510002,78.360001,91.980003,91.450829,4896800
ALGT,4/1/2023,91.269997,104.839996,86.910004,103.910004,103.312195,3182100
ALGT,5/1/2023,99.650002,114.349998,95.660004,97.489998,96.929123,4373000
ALGT,6/1/2023,97.910004,129,96.160004,126.279999,125.55349,4854400
ATSG,7/1/2019,24.6,24.620001,22.610001,23.309999,23.309999,4995500
ATSG,8/1/2019,23.27,23.27,19.01,20.200001,20.200001,8595600
ATSG,9/1/2019,20.030001,23.120001,19.74,21.02,21.02,6336100
ATSG,10/1/2019,21.049999,21.98,19.02,20.91,20.91,6146800
ATSG,11/1/2019,20.950001,25.6,20.719999,24.610001,24.610001,9215200
ATSG,12/1/2019,24.700001,24.809999,22.34,23.459999,23.459999,6185800
ATSG,1/1/2020,23.639999,24.09,20.5,20.969999,20.969999,6939900
ATSG,2/1/2020,21.030001,22.58,16.41,17.9,17.9,8014400
ATSG,3/1/2020,18.030001,20.32,13.2,18.280001,18.280001,20847500
ATSG,4/1/2020,17.639999,20.92,16.98,20.24,20.24,11692500
ATSG,5/1/2020,20.18,22.450001,18.99,21.540001,21.540001,11078600
ATSG,6/1/2020,21.5,24.120001,20.33,22.27,22.27,13456500
ATSG,7/1/2020,22.450001,24.98,21.860001,24.370001,24.370001,9468100
ATSG,8/1/2020,24.530001,28.709999,24.41,25.42,25.42,9937300
ATSG,9/1/2020,25.280001,25.889999,23.84,25.059999,25.059999,8684900
ATSG,10/1/2020,25.1,30.08,24.620001,28.040001,28.040001,12136700
ATSG,11/1/2020,28.299999,31.700001,26.860001,30.74,30.74,9238300
ATSG,12/1/2020,31.110001,31.889999,28.82,31.34,31.34,6636500
ATSG,1/1/2021,31.59,32.43,25.15,25.41,25.41,10791200
ATSG,2/1/2021,25.469999,29.879999,25.389999,26.540001,26.540001,7017100
ATSG,3/1/2021,26.639999,31.48,26.610001,29.26,29.26,12868600
ATSG,4/1/2021,29.309999,30.799999,26.24,26.32,26.32,7321300
ATSG,5/1/2021,26.540001,27.66,23.82,24.84,24.84,7910300
ATSG,6/1/2021,24.9,25.75,22.52,23.23,23.23,17190600
ATSG,7/1/2021,23.370001,24.43,21.42,24.200001,24.200001,7928600
ATSG,8/1/2021,24.25,27.92,23.92,27.389999,27.389999,11033300
ATSG,9/1/2021,27.27,27.66,24.559999,25.809999,25.809999,16179800
ATSG,10/1/2021,25.99,26.5,23.68,24.889999,24.889999,5718100
ATSG,11/1/2021,24.969999,28.879999,24.65,24.690001,24.690001,7671600
ATSG,12/1/2021,25.4,29.68,25.030001,29.379999,29.379999,6753800
ATSG,1/1/2022,29.450001,29.82,25.25,26.85,26.85,6120900
ATSG,2/1/2022,27.01,32.73,25.700001,31.51,31.51,7427300
ATSG,3/1/2022,31.43,34.540001,30.4,33.450001,33.450001,14181300
ATSG,4/1/2022,33.599998,33.75,27.969999,31.299999,31.299999,9108300
ATSG,5/1/2022,31.559999,32.099998,28.23,30.219999,30.219999,8667400
ATSG,6/1/2022,30.43,32.869999,28.370001,28.73,28.73,12575200
ATSG,7/1/2022,28.58,31.48,27.110001,31.34,31.34,4434300
ATSG,8/1/2022,31.34,34,30.02,30.129999,30.129999,6547700
ATSG,9/1/2022,29.9,30.48,23.32,24.09,24.09,8507200
ATSG,10/1/2022,24.5,29.549999,24.219999,29.200001,29.200001,8467000
ATSG,11/1/2022,29.389999,29.530001,26.93,28.040001,28.040001,6333900
ATSG,12/1/2022,28.25,28.98,24.76,25.98,25.98,10299000
ATSG,1/1/2023,26.219999,28.370001,25.51,28.309999,28.309999,5601900
ATSG,2/1/2023,28.299999,28.700001,19.879999,20.93,20.93,12482500
ATSG,3/1/2023,20.84,23.26,19.57,20.83,20.83,11153400
ATSG,4/1/2023,20.93,21.209999,19.07,20.309999,20.309999,7143800
ATSG,5/1/2023,20.41,20.92,14.39,16.700001,16.700001,19910600
ATSG,6/1/2023,16.74,19.620001,16.709999,18.870001,18.870001,16988000
